mn_tbl,spc_tbl,spc_ltx_tbl,cat_tbl,mt_tbl,freq_tbl,freq_rs_tbl,EU_K_tbl,aij_tbl,qn_tbl,peak_tbl,peak_val,intint_tbl,intint_val,nupper_deg_tbl,in_aces_tbl
cyanoacetylene,HC13CCN,$\mathrm{HC^{13}CCN}$,CDMS,52510,135.88550800000002,135.86692412412413,52.173146765159565,-3.706058929243888,$15 – 14$,$0.10231760601168866 \pm 0.05994611959940856$,0.10231760601168866,$0.6562366401870159 \pm 0.18265699862098514$,0.6562366401870159,$3861081769.8927627 1 / cm2 \pm 1074694042.2555928 1 / cm2$,False
cyanoacetylene,HC3N,$\mathrm{HC_3N}$,CDMS,51501,136.4644109,136.44574785262304,52.39545235632786,-3.700411014382006,$15 – 14$,$2.1578554435725583 \pm 0.05994611959940856$,2.1578554435725583,$7.491522409190428 \pm 0.18188213969881653$,7.491522409190428,$43879656295.86339 1 / cm2 \pm 1065327625.0698341 1 / cm2$,False
ethyl cyanide,C2H5CN,$\mathrm{C_2H_5CN}$,CDMS,55502,136.54127,136.5230518939261,53.78425151133389,-3.675158567547366,"$15_{1,14} – 14_{1,13}$",$0.023077618457485183 \pm 0.05994611959940856$,0.023077618457485183,$0.302075667389705 \pm 0.19280654957714077$,0.302075667389705,$1671265690.1629999 1 / cm2 \pm 1066722698.7577243 1 / cm2$,False
methylacetylene,CH3CCH,$\mathrm{CH_3CCH}$,CDMS,40502,136.6627451,136.6440549281842,210.1126136267079,-5.281074008842144,$8_5 – 7_5$,$0.001075633258323827 \pm 0.05994611959940856$,0.001075633258323827,$-0.21907589018095877 \pm 0.19263517006391578$,-0.21907589018095877,$-44678127279.783714 1 / cm2 \pm 39285832135.92922 1 / cm2$,False
methylacetylene,CH3CCH,$\mathrm{CH_3CCH}$,CDMS,40502,136.6862291,136.66753571648232,145.12275034722106,-5.190687379590733,$8_4 – 7_4$,$0.007380876838877615 \pm 0.05994611959940856$,0.007380876838877615,$0.03838743322057669 \pm 0.1926020734970907$,0.03838743322057669,$6359926041.740849 1 / cm2 \pm 31909790266.227917 1 / cm2$,False
methylacetylene,CH3CCH,$\mathrm{CH_3CCH}$,CDMS,40502,136.70450390000002,136.68580801719733,94.55939669398374,-5.131361568422367,$8_3 – 7_3$,$0.21951600238717095 \pm 0.05994611959940856$,0.21951600238717095,$0.5945623515570525 \pm 0.18156270158698767$,0.5945623515570525,$42975477603.95641 1 / cm2 \pm 13123508064.93452 1 / cm2$,False
methylacetylene,CH3CCH,$\mathrm{CH_3CCH}$,CDMS,40502,136.7175624,136.69886473130012,58.43420641895747,-5.093489732632262,$8_2 – 7_2$,$0.26887387313088895 \pm 0.05994611959940856$,0.26887387313088895,$0.8304025398936994 \pm 0.1925579324374323$,0.8304025398936994,$110040638501.8931 1 / cm2 \pm 25516778689.92536 1 / cm2$,False
methylacetylene,CH3CCH,$\mathrm{CH_3CCH}$,CDMS,40502,136.7253995,136.7067007594883,36.75581193864585,-5.072149373156,$8_1 – 7_1$,$0.6193609036781619 \pm 0.05994611959940856$,0.6193609036781619,$2.2956138543495865 \pm 0.19254689501700922$,2.2956138543495865,$289649444154.5374 1 / cm2 \pm 24294635184.26114 1 / cm2$,False
methylacetylene,CH3CCH,$\mathrm{CH_3CCH}$,CDMS,40502,136.7280122,136.70931310217213,29.52910495045511,-5.065303419089567,$8_0 – 7_0$,$0.730778662794766 \pm 0.05994611959940856$,0.730778662794766,$2.406909206230979 \pm 0.18153148464474353$,2.406909206230979,$298953893614.35474 1 / cm2 \pm 22547399797.070923 1 / cm2$,False
ethyl cyanide,C2H5CN,$\mathrm{C_2H_5CN}$,CDMS,55502,136.8224,136.80414438397645,56.59040954262118,-3.6776125701986326,"$15_{2,13} – 14_{2,12}$",$0.10182675593511104 \pm 0.05994611959940856$,0.10182675593511104,$0.5794817526755284 \pm 0.1814062539984721$,0.5794817526755284,$3237502062.2476835 1 / cm2 \pm 1013497178.6653166 1 / cm2$,False
ethyl cyanide,C2H5CN,$\mathrm{C_2H_5CN}$,CDMS,55502,137.10987,137.09157602810828,51.090669054401374,-4.794573166852228,"$15_{1,15} – 14_{0,14}$",$0.04912583339747523 \pm 0.05994611959940856$,0.04912583339747523,$0.2086793105424965 \pm 0.18102591044289296$,0.2086793105424965,$15326158353.602434 1 / cm2 \pm 13295193291.276619 1 / cm2$,False
thioformaldehyde,H2CS,$\mathrm{H_2CS}$,CDMS,46509,137.37120960000001,137.35242253767305,16.48364990592819,-4.438037391344985,"$4_{0,4} – 3_{0,3}$",$0.7389211570667535 \pm 0.06137184322225428$,0.7389211570667535,$2.638199019574821 \pm 0.18497872074199445$,2.638199019574821,$294780591123.36334 1 / cm2 \pm 20668697183.56448 1 / cm2$,False
thioformaldehyde,H2CS,$\mathrm{H_2CS}$,CDMS,46509,137.3821153,137.36332674619555,69.14944987650952,-4.562857922967513,"$4_{2,3} – 3_{2,2}$",$0.051538505414608665 \pm 0.06137184322225428$,0.051538505414608665,$-0.46177921329255295 \pm 0.19618398695952805$,-0.46177921329255295,$-68788397977.07726 1 / cm2 \pm 29224317126.531403 1 / cm2$,False
thioformaldehyde,H2CS,$\mathrm{H_2CS}$,CDMS,46509,137.4120117,137.39321905752564,69.15160406585446,-4.562561348019928,"$4_{2,2} – 3_{2,1}$",$0.020493148311754 \pm 0.06137184322225428$,0.020493148311754,$0.3015534727348833 \pm 0.19614130368013122$,0.3015534727348833,$44909433041.59056 1 / cm2 \pm 29210722278.955097 1 / cm2$,False
formaldehyde,H213CO,$\mathrm{H_2^{13}CO}$,CDMS,31503,137.4499503,137.43161095267726,21.72313792075567,-4.307154706076854,"$2_{1,2} – 1_{1,1}$",$0.1439165566338644 \pm 0.06137184322225428$,0.1439165566338644,$-0.13178707495507352 \pm 0.1960871652393451$,-0.13178707495507352,$-6543806432.102033 1 / cm2 \pm 9736588004.425406 1 / cm2$,False
methanol,CH3OH,$\mathrm{CH_3OH}$,CDMS,32504,137.90306400000003,137.8844341981389,152.89342490835799,-5.625503220120981,"$7_{4,4} – 8_{3,5}$",$0.12752411638932096 \pm 0.06137184322225428$,0.12752411638932096,$0.8868459976393592 \pm 0.1954428736726718$,0.8868459976393592,$230649764534.20108 1 / cm2 \pm 50830530793.939384 1 / cm2$,False
ethyl cyanide,C2H5CN,$\mathrm{C_2H_5CN}$,CDMS,55502,138.15881,138.14037607261946,16.516125289124226,-5.189783725773052,"$7_{2,5} – 6_{1,6}$",$0.06407204607911646 \pm 0.06137184322225428$,0.06407204607911646,$0.25731313655297544 \pm 0.18392421459580663$,0.25731313655297544,$98518229258.72224 1 / cm2 \pm 70419599179.88718 1 / cm2$,False
ethyl cyanide,C2H5CN,$\mathrm{C_2H_5CN}$,CDMS,55502,138.35105,138.3325904228748,57.73048234884362,-3.656642353605314,"$16_{1,16} – 15_{1,15}$",$0.10891270081561924 \pm 0.06137184322225428$,0.10891270081561924,$0.5996466703337789 \pm 0.1948100221597349$,0.5996466703337789,$3066152584.9923315 1 / cm2 \pm 996115350.219492 1 / cm2$,False
carbon monosulfide,13CS,$\mathrm{^{13}CS}$,CDMS,45501,138.73933499999998,138.72036083109344,13.316953436422311,-4.291851227037756,$3_0 – 2_0$,$0.49456387206411423 \pm 0.06137184322225428$,0.49456387206411423,$1.7568942259464562 \pm 0.19426481405854545$,1.7568942259464562,$91933337770.65225 1 / cm2 \pm 10165331813.402811 1 / cm2$,False
ethyl cyanide,C2H5CN,$\mathrm{C_2H_5CN}$,CDMS,55502,139.33592000000002,139.31732901596666,57.47977796276921,-3.646759014457154,"$16_{0,16} – 15_{0,15}$",$0.08977219968785743 \pm 0.06202983550630191$,0.08977219968785743,$0.5131089676205287 \pm 0.18432568950290676$,0.5131089676205287,$2601272577.1064625 1 / cm2 \pm 934463031.4759064 1 / cm2$,False
thioformaldehyde,H2CS,$\mathrm{H_2CS}$,CDMS,46509,139.4836816,139.4646056333004,29.905804414747408,-4.446173092634156,"$4_{1,3} – 3_{1,2}$",$1.1493481039286229 \pm 0.06202983550630191$,1.1493481039286229,$4.026471232832103 \pm 0.19529980785319934$,4.026471232832103,$157538148457.74216 1 / cm2 \pm 7641224373.458422 1 / cm2$,False
ketene,H2CCO,$\mathrm{H_2CCO}$,CDMS,42501,140.12747399999998,140.1087774023691,39.953178442718155,-4.528598607425202,"$7_{1,7} – 6_{1,6}$",$0.17102861893651927 \pm 0.06202983550630191$,0.17102861893651927,$0.6940412711471965 \pm 0.1832844680159331$,0.6940412711471965,$19880302159.069717 1 / cm2 \pm 5250048890.02964 1 / cm2$,False
ketene,H2CCO,$\mathrm{H_2CCO}$,CDMS,42501,141.40247,141.38360328521426,144.5354658877091,-4.596003415643661,"$7_{3,5} – 6_{3,4}$",$-0.03605254527499274 \pm 0.060693436099855266$,-0.03605254527499274,$0.4119839210977165 \pm 0.18849912434946203$,0.4119839210977165,$14034280880.34389 1 / cm2 \pm 6421244911.137584 1 / cm2$,False
ketene,H2CCO,$\mathrm{H_2CCO}$,CDMS,42501,141.40247,141.38360328521426,144.5354658877091,-4.596003415643661,"$7_{3,4} – 6_{3,3}$",$-0.03605254527499274 \pm 0.060693436099855266$,-0.03605254527499274,$0.4119839210977165 \pm 0.18849912434946203$,0.4119839210977165,$14034280880.34389 1 / cm2 \pm 6421244911.137584 1 / cm2$,False
ketene,H2CCO,$\mathrm{H_2CCO}$,CDMS,42501,141.43806700000002,141.41919553566186,27.153987212356505,-4.507509689222151,"$7_{0,7} – 6_{0,6}$",$0.07129043275918567 \pm 0.060693436099855266$,0.07129043275918567,$0.3605164780912007 \pm 0.18845168306668617$,0.3605164780912007,$30066382535.393776 1 / cm2 \pm 15716508777.966087 1 / cm2$,False
ketene,H2CCO,$\mathrm{H_2CCO}$,CDMS,42501,141.452044,141.4331706707717,79.34873515470782,-4.54440384128493,"$7_{2,5} – 6_{2,4}$",$-0.010497933790051317 \pm 0.060693436099855266$,-0.010497933790051317,$0.12163139181271806 \pm 0.18843306199188403$,0.12163139181271806,$11045406854.591032 1 / cm2 \pm 17111699566.518528 1 / cm2$,False
ethyl cyanide,C2H5CN,$\mathrm{C_2H_5CN}$,CDMS,55502,141.52367,141.50478711402693,23.76200656674432,-5.0709228870847625,"$9_{2,8} – 8_{1,7}$",$0.09553019058101647 \pm 0.060693436099855266$,0.09553019058101647,$0.21856414978949734 \pm 0.17756648158461655$,0.21856414978949734,$52724367989.84035 1 / cm2 \pm 42834474577.57964 1 / cm2$,False
formaldehyde,H213CO,$\mathrm{H_2^{13}CO}$,CDMS,31503,141.98374040000002,141.96479612884028,10.222751126947847,-4.139946864037683,"$2_{0,2} – 1_{0,1}$",$0.14863811983772024 \pm 0.060693436099855266$,0.14863811983772024,$0.4332279844327683 \pm 0.17699111230609682$,0.4332279844327683,$46857120016.29897 1 / cm2 \pm 19143024202.38055 1 / cm2$,False
ethyl cyanide,C2H5CN,$\mathrm{C_2H_5CN}$,CDMS,55502,142.34633,142.3273373500915,62.68558415585747,-3.62464424950722,"$16_{2,15} – 15_{2,14}$",$0.08042864208954303 \pm 0.060693436099855266$,0.08042864208954303,$0.5709484133796444 \pm 0.1872492376584099$,0.5709484133796444,$2870944079.350548 1 / cm2 \pm 941559828.5599535 1 / cm2$,False
ethyl cyanide,C2H5CN,$\mathrm{C_2H_5CN}$,CDMS,55502,142.34633,142.3273373500915,62.68558415585747,-3.62464424950722,"$16_{2,15} – 15_{2,14}$",$0.06714218487095014 \pm 0.06781859237419709$,0.06714218487095014,$0.47312346106404474 \pm 0.2092315172046555$,0.47312346106404474,$2379043303.2352924 1 / cm2 \pm 1052095025.4971912 1 / cm2$,False
ethyl cyanide,C2H5CN,$\mathrm{C_2H_5CN}$,CDMS,55502,142.53575,142.51673207660716,64.57112768572767,-4.727897688179903,"$17_{0,17} – 16_{1,16}$",$-0.006581771632652167 \pm 0.06781859237419709$,-0.006581771632652167,$0.13034038009299134 \pm 0.2089534632137365$,0.13034038009299134,$7858890571.563996 1 / cm2 \pm 12598876885.0796 1 / cm2$,False
ethyl cyanide,C2H5CN,$\mathrm{C_2H_5CN}$,CDMS,55502,142.75828860000001,142.73924098425246,12.591317630093602,-4.738710166657037,"$3_{3,1} – 2_{2,0}$",$-0.06000843117785265 \pm 0.06781859237419709$,-0.06000843117785265,$-0.42716814641856976 \pm 0.19669611614540744$,-0.42716814641856976,$-132439842904.17725 1 / cm2 \pm 60983954305.97842 1 / cm2$,False
ethyl cyanide,C2H5CN,$\mathrm{C_2H_5CN}$,CDMS,55502,142.7657824,142.7467337843874,12.591389520395534,-4.73868752711526,"$3_{3,0} – 2_{2,1}$",$0.05481781729937829 \pm 0.06781859237419709$,0.05481781729937829,$-0.04892039229437858 \pm 0.2086167854354523$,-0.04892039229437858,$-15168152337.067333 1 / cm2 \pm 64683274870.58691 1 / cm2$,False
ketene,H2CCO,$\mathrm{H_2CCO}$,CDMS,42501,142.768945,142.74989596241548,40.46021778544492,-4.504246209366091,"$7_{1,6} – 6_{1,5}$",$0.022749057076227208 \pm 0.06781859237419709$,0.022749057076227208,$0.34743224919837973 \pm 0.20861216418137135$,0.34743224919837973,$9767340504.917276 1 / cm2 \pm 5864700371.737004 1 / cm2$,False
methanol,CH3OH,$\mathrm{CH_3OH}$,CDMS,32504,143.16951699999998,143.15017573478877,112.70906289154898,-5.384285952301241,"$7_{3,5} – 8_{2,7}$",$0.17413710779487085 \pm 0.06781859237419709$,0.17413710779487085,$0.693559785056517 \pm 0.2080284911090311$,0.693559785056517,$111564167495.96715 1 / cm2 \pm 33462905327.087322 1 / cm2$,False
ethyl cyanide,C2H5CN,$\mathrm{C_2H_5CN}$,CDMS,55502,143.33771,143.31858507458242,112.92892283881994,-3.700726309324851,"$16_{7,9} – 15_{7,8}$",$0.15985825064126313 \pm 0.06781859237419709$,0.15985825064126313,$0.8802693824376192 \pm 0.20778438970682$,0.8802693824376192,$5347538175.608496 1 / cm2 \pm 1262266958.752793 1 / cm2$,False
ethyl cyanide,C2H5CN,$\mathrm{C_2H_5CN}$,CDMS,55502,143.33771,143.31858507458242,112.92892283881994,-3.700726309324851,"$16_{7,10} – 15_{7,9}$",$0.15985825064126313 \pm 0.06781859237419709$,0.15985825064126313,$0.8802693824376192 \pm 0.20778438970682$,0.8802693824376192,$5347538175.608496 1 / cm2 \pm 1262266958.752793 1 / cm2$,False
ethyl cyanide,C2H5CN,$\mathrm{C_2H_5CN}$,CDMS,55502,143.357203,143.33807547371646,98.49115687876926,-3.674069785392755,"$16_{6,11} – 15_{6,10}$",$0.1367426391047803 \pm 0.06781859237419709$,0.1367426391047803,$0.818785484224882 \pm 0.20775613621820307$,0.818785484224882,$4679182912.374938 1 / cm2 \pm 1187281627.8045516 1 / cm2$,False
ethyl cyanide,C2H5CN,$\mathrm{C_2H_5CN}$,CDMS,55502,143.357203,143.33807547371646,98.49115687876926,-3.674069785392755,"$16_{6,10} – 15_{6,9}$",$0.1367426391047803 \pm 0.06781859237419709$,0.1367426391047803,$0.818785484224882 \pm 0.20775613621820307$,0.818785484224882,$4679182912.374938 1 / cm2 \pm 1187281627.8045516 1 / cm2$,False
ethyl cyanide,C2H5CN,$\mathrm{C_2H_5CN}$,CDMS,55502,143.40655189999998,143.387417789308,86.27500037560765,-3.6524076150583866,"$16_{5,12} – 15_{5,11}$",$-0.04739457561977006 \pm 0.06781859237419709$,-0.04739457561977006,$0.5706660497306789 \pm 0.20768464341243212$,0.5706660497306789,$3104693287.8587947 1 / cm2 \pm 1129902714.0272875 1 / cm2$,False
ethyl cyanide,C2H5CN,$\mathrm{C_2H_5CN}$,CDMS,55502,143.407188,143.38805380443594,86.27503090359284,-3.6524056666746882,"$16_{5,11} – 15_{5,10}$",$0.15240341093801113 \pm 0.06781859237419709$,0.15240341093801113,$0.5686812408656144 \pm 0.20768372220228237$,0.5686812408656144,$3093908555.22034 1 / cm2 \pm 1129902656.7565088 1 / cm2$,False
ethyl cyanide,C2H5CN,$\mathrm{C_2H_5CN}$,CDMS,55502,143.50697,143.48782249095893,76.28924080230448,-3.634963707146184,"$16_{4,13} – 15_{4,12}$",$0.10464760601577044 \pm 0.06781859237419709$,0.10464760601577044,$0.7323633760675017 \pm 0.1956699449180837$,0.7323633760675017,$3832899033.327721 1 / cm2 \pm 1024058776.3343942 1 / cm2$,False
ethyl cyanide,C2H5CN,$\mathrm{C_2H_5CN}$,CDMS,55502,143.5292,143.510049524907,68.5222074347082,-3.622241708485531,"$16_{3,14} – 15_{3,13}$",$0.04782923227809138 \pm 0.06781859237419709$,0.04782923227809138,$0.6459042226241182 \pm 0.2075071734145647$,0.6459042226241182,$3283835737.544039 1 / cm2 \pm 1054985318.2366416 1 / cm2$,False
methanol,CH3OH,$\mathrm{CH_3OH}$,CDMS,32504,143.86579500000002,143.84635967218568,28.348431416862624,-4.971240661813787,"$3_{1,3} – 2_{1,2}$",$1.21345594465775 \pm 0.06781859237419709$,1.21345594465775,$3.8199695064962755 \pm 0.20702168013129396$,3.8199695064962755,$513644486396.7905 1 / cm2 \pm 27836752200.03823 1 / cm2$,False
ethyl cyanide,C2H5CN,$\mathrm{C_2H_5CN}$,CDMS,55502,144.10474,144.08551273311525,68.61155252633759,-3.6170944305805395,"$16_{3,13} – 15_{3,12}$",$0.17672918941927993 \pm 0.05872917092735126$,0.17672918941927993,$0.7926511639463 \pm 0.16874230174323965$,0.7926511639463,$4014432213.1476264 1 / cm2 \pm 854606115.0862455 1 / cm2$,False
ethyl cyanide,C2H5CN,$\mathrm{C_2H_5CN}$,CDMS,55502,144.55707999999998,144.53779237936212,57.730354122418575,-4.715202041226873,"$16_{1,16} – 15_{0,15}$",$-0.004448241015845261 \pm 0.05872917092735126$,-0.004448241015845261,$0.008711526788151163 \pm 0.17841818997140457$,0.008711526788151163,$556501213.9343209 1 / cm2 \pm 11397535899.45892 1 / cm2$,False
carbon monosulfide,C34S,$\mathrm{C^{34}S}$,CDMS,46501,144.6171007,144.5973226803385,13.88118584532678,-4.237789302311137,$3_0 – 2_0$,$0.6450974011031142 \pm 0.05872917092735126$,0.6450974011031142,$2.7796303445198522 \pm 0.17834414074422092$,2.7796303445198522,$279076078369.8883 1 / cm2 \pm 17905828196.64175 1 / cm2$,False
deuterated hydrogen cyanide,DCN,$\mathrm{DCN}$,CDMS,28509,144.82800150000003,144.80819463727534,10.426013377894229,-3.8978591138565784,"$2_{0,0} – 1_{0,0}$",$0.7334062617467516 \pm 0.05872917092735126$,0.7334062617467516,$3.2806685638025583 \pm 0.1780844332177692$,3.2806685638025583,$70475845001.71971 1 / cm2 \pm 3825638179.7152333 1 / cm2$,False
cyanoacetylene,HC13CCN,$\mathrm{HC^{13}CCN}$,CDMS,52510,144.943467,144.92364434606586,59.12926031002974,-3.621131012283082,$16 – 15$,$0.12395394455872913 \pm 0.05872917092735126$,0.12395394455872913,$0.7579559863425224 \pm 0.17794256681631543$,0.7579559863425224,$3919794999.089901 1 / cm2 \pm 920235997.9997736 1 / cm2$,False
cyclopropenylidene,c-C3H2,$c-\mathrm{C_3H_2}$,CDMS,38508,145.0896055,145.0700048433926,16.04951045663372,-4.169571257250139,"$3_{1,2} – 2_{2,1}$",$1.1779226873665183 \pm 0.05872917092735126$,1.1779226873665183,$5.697400683478993 \pm 0.17776333785084067$,5.697400683478993,$164023596271.80298 1 / cm2 \pm 5117663927.714154 1 / cm2$,False
methanol,CH3OH,$\mathrm{CH_3OH}$,CDMS,32504,145.103185,145.08358250889097,13.928254030904062,-4.909340808992773,"$3_{0,3} – 2_{0,2}$",$-0.3526888187822236 \pm 0.05872917092735126$,-0.3526888187822236,$-5.08276006379214 \pm 0.17774670184630298$,-5.08276006379214,$-602894443482.3334 1 / cm2 \pm 21083525003.243103 1 / cm2$,False
methanol,CH3OH,$\mathrm{CH_3OH}$,CDMS,32504,145.131864,145.11225763454567,34.97620244764037,-4.949084429366631,"$3_{1,2} – 2_{1,1}$",$0.7409472661604866 \pm 0.05872917092735126$,0.7409472661604866,$3.7148261655717465 \pm 0.17771157794292053$,3.7148261655717465,$483053734885.18036 1 / cm2 \pm 23108548726.52012 1 / cm2$,False
ethyl cyanide,C2H5CN,$\mathrm{C_2H_5CN}$,CDMS,55502,145.41801,145.39860750922753,60.76317712951629,-3.5921625544597204,"$16_{1,15} – 15_{1,14}$",$0.11917720023801595 \pm 0.05872917092735126$,0.11917720023801595,$0.4193925009288346 \pm 0.177361886338648$,0.4193925009288346,$2042258318.635771 1 / cm2 \pm 863674927.38145 1 / cm2$,False
cyanoacetylene,HC3N,$\mathrm{HC_3N}$,CDMS,51501,145.56095960000002,145.5410524969881,59.38118630843816,-3.6155415637562047,$16 – 15$,$2.0039104854591727 \pm 0.05872917092735126$,2.0039104854591727,$6.505239490931929 \pm 0.17718770631875622$,6.505239490931929,$33495443906.804626 1 / cm2 \pm 912338567.434515 1 / cm2$,False
carbon monosulfide,C33S,$\mathrm{C^{33}S}$,CDMS,45502,145.7557316,145.7360409541139,13.990505031271386,-4.22752474777396,$3_0 – 2_0$,$0.06369170906254196 \pm 0.06967698503149698$,0.06369170906254196,$0.40165873824710147 \pm 0.20993668479375227$,0.40165873824710147,$10001847386.642344 1 / cm2 \pm 5227708206.544665 1 / cm2$,False
carbonyl sulfide,OCS,$\mathrm{OCS}$,CDMS,60503,145.946812,145.92685212732033,45.5294635708174,-5.05138481275833,$12 – 11$,$0.5390242594024777 \pm 0.06967698503149698$,0.5390242594024777,$2.1409990280057087 \pm 0.19767106509206242$,2.1409990280057087,$399075902194.3931 1 / cm2 \pm 36845303340.85284 1 / cm2$,False
ethyl cyanide,C2H5CN,$\mathrm{C_2H_5CN}$,CDMS,55502,146.12004000000002,146.10054384042684,63.60305967754791,-3.590084095460812,"$16_{2,14} – 15_{2,13}$",$-0.0031117480865440195 \pm 0.06967698503149698$,-0.0031117480865440195,$0.2771025109686494 \pm 0.20941326789851$,0.2771025109686494,$1355923493.8737578 1 / cm2 \pm 1024705149.2961537 1 / cm2$,False
methanol,CH3OH,$\mathrm{CH_3OH}$,CDMS,32504,146.36832800000002,146.34855459634755,28.58867192779541,-4.948790572719114,"$3_{1,2} – 2_{1,1}$",$1.0822723761511697 \pm 0.06967698503149698$,1.0822723761511697,$4.416216420221657 \pm 0.20905803529952144$,4.416216420221657,$583689817841.4286 1 / cm2 \pm 27631129213.576897 1 / cm2$,False
methanol,CH3OH,$\mathrm{CH_3OH}$,CDMS,32504,146.618697,146.5988897731334,104.41185570799654,-4.793641824311638,"$9_{0,9} – 8_{1,8}$",$1.2948780355877028 \pm 0.06967698503149698$,1.2948780355877028,$6.193276191018626 \pm 0.20870104364522618$,6.193276191018626,$211705624025.4541 1 / cm2 \pm 7134056889.590968 1 / cm2$,False
formaldehyde,H213CO,$\mathrm{H_2^{13}CO}$,CDMS,31503,146.63567170000002,146.61610674193827,22.38440363641749,-4.222822651094516,"$2_{1,1} – 1_{1,0}$",$0.033504860071112696 \pm 0.06967698503149698$,0.033504860071112696,$-0.7988562312358208 \pm 0.20867688419287223$,-0.7988562312358208,$-37177851564.727715 1 / cm2 \pm 9711582537.837507 1 / cm2$,False
ethyl cyanide,C2H5CN,$\mathrm{C_2H_5CN}$,CDMS,55502,146.89452400000002,146.87492450440496,64.78031584500637,-3.577565048436214,"$17_{1,17} – 16_{1,16}$",$0.03009445084258 \pm 0.06967698503149698$,0.03009445084258,$0.6497514440240133 \pm 0.20830916121810872$,0.6497514440240133,$2943475830.842037 1 / cm2 \pm 943673133.8234929 1 / cm2$,False
methyl cyanide,CH3CN,$\mathrm{CH_3CN}$,CDMS,41505,147.1292306,147.10910901824025,146.07815723358934,-3.6962941763820227,"$8_{4,0} – 7_{4,0}$",$0.2320210954310643 \pm 0.06967698503149698$,0.2320210954310643,$0.9738848193581854 \pm 0.2079768578747637$,0.9738848193581854,$5988606639.305321 1 / cm2 \pm 1278890036.2072375 1 / cm2$,False
methyl cyanide,CH3CN,$\mathrm{CH_3CN}$,CDMS,41505,147.14906870000002,147.12894440515635,96.0836271065963,-3.6370144334953887,"$8_{3,0} – 7_{-3,0}$",$0.6739939899645215 \pm 0.06967698503149698$,0.6739939899645215,$3.5138877609078705 \pm 0.2079488191947884$,3.5138877609078705,$18855733941.12916 1 / cm2 \pm 1115865922.5631728 1 / cm2$,False
methyl cyanide,CH3CN,$\mathrm{CH_3CN}$,CDMS,41505,147.14906870000002,147.12894440515635,96.0836271065963,-3.6370144334953887,"$8_{-3,0} – 7_{3,0}$",$0.6739939899645215 \pm 0.06967698503149698$,0.6739939899645215,$3.5138877609078705 \pm 0.2079488191947884$,3.5138877609078705,$18855733941.12916 1 / cm2 \pm 1115865922.5631728 1 / cm2$,False
methyl cyanide,CH3CN,$\mathrm{CH_3CN}$,CDMS,41505,147.1632445,147.1431182664558,60.36508879909547,-3.5990835610201874,"$8_{2,0} – 7_{2,0}$",$0.7523106677821845 \pm 0.06967698503149698$,0.7523106677821845,$3.43393522669688 \pm 0.20792878810060933$,3.43393522669688,$16888864654.504402 1 / cm2 \pm 1022640477.5212433 1 / cm2$,False
methyl cyanide,CH3CN,$\mathrm{CH_3CN}$,CDMS,41505,147.1717524,147.1516250029045,38.930743070531065,-3.577789698046118,"$8_{1,0} – 7_{1,0}$",$1.3113045486927175 \pm 0.06967698503149698$,1.3113045486927175,$7.76324489939512 \pm 0.20791676787685134$,7.76324489939512,$36358670476.92379 1 / cm2 \pm 973765139.1688678 1 / cm2$,False
methyl cyanide,CH3CN,$\mathrm{CH_3CN}$,CDMS,41505,147.1745887,147.15446091500849,31.785481584714567,-3.57092577069787,"$8_{0,0} – 7_{0,0}$",$1.3421259248772583 \pm 0.06967698503149698$,1.3421259248772583,$7.123467748984821 \pm 0.20791276097403447$,7.123467748984821,$32840441101.862484 1 / cm2 \pm 958514451.3451972 1 / cm2$,False
ethyl cyanide,C2H5CN,$\mathrm{C_2H_5CN}$,CDMS,55502,147.75671100000002,147.73699646655436,64.57105936282214,-3.569556454202776,"$17_{0,17} – 16_{0,16}$",$0.143816190009996 \pm 0.05504866383874854$,0.143816190009996,$0.4506039503592759 \pm 0.16361541250077222$,0.4506039503592759,$2027602600.0061662 1 / cm2 \pm 736227535.3403766 1 / cm2$,False
ethyl cyanide,C2H5CN,$\mathrm{C_2H_5CN}$,CDMS,55502,148.36276,148.3429646040798,28.047586921425168,-5.011126942437903,"$10_{2,9} – 9_{1,8}$",$0.08294949562229229 \pm 0.05504866383874854$,0.08294949562229229,$-0.023385698068769094 \pm 0.17176128016004033$,-0.023385698068769094,$-4887792919.8242235 1 / cm2 \pm 35899444463.7666 1 / cm2$,False
ethyl cyanide,C2H5CN,$\mathrm{C_2H_5CN}$,CDMS,55502,149.394854,149.3749208962793,19.976806802286344,-5.134166067848687,"$8_{2,6} – 7_{1,7}$",$0.08224096078189186 \pm 0.06573340564621667$,0.08224096078189186,$0.2501992432133938 \pm 0.19323026090481604$,0.2501992432133938,$86951968563.29724 1 / cm2 \pm 67153486780.70599 1 / cm2$,False
cyclopropenylidene,c-C3H2,$c-\mathrm{C_3H_2}$,CDMS,38508,150.43655470000002,150.41623170553245,9.707748907830338,-4.271072471804892,"$2_{2,0} – 1_{1,1}$",$0.20013797454414317 \pm 0.06573340564621667$,0.20013797454414317,$0.2091325259780703 \pm 0.20227217533086053$,0.2091325259780703,$34342808798.637043 1 / cm2 \pm 33216232674.397827 1 / cm2$,False
