mn_tbl,spc_tbl,spc_ltx_tbl,cat_tbl,mt_tbl,freq_tbl,freq_rs_tbl,EU_K_tbl,aij_tbl,qn_tbl,peak_tbl,peak_val,intint_tbl,intint_val,nupper_deg_tbl,in_aces_tbl
methanol,CH3OH,$\mathrm{CH_3OH}$,CDMS,32504,94.541785,94.52901302328637,131.28000847349728,-5.888490160943697,"$8_{3,6} – 9_{2,8}$",$0.08636508066756271 \pm 0.04643093131650009$,0.08636508066756271,$0.6786424032983398 \pm 0.2490047835334691$,0.6786424032983398,$134114223633.79411 1 / cm2 \pm 49208659910.41128 1 / cm2$,False
methanol,CH3OH,$\mathrm{CH_3OH}$,CDMS,32504,95.169391,95.15653423782122,83.53870790259272,-5.370454598519785,"$8_{0,8} – 7_{1,7}$",$1.677037666448487 \pm 0.04643093131650009$,1.677037666448487,$9.228621095887103 \pm 0.24736269152899815$,9.228621095887103,$560637425335.2046 1 / cm2 \pm 15027248498.110891 1 / cm2$,False
ethyl cyanide,C2H5CN,$\mathrm{C_2H_5CN}$,CDMS,55502,95.442479,95.42974452633956,28.643628205646547,-4.1480113586488265,"$11_{1,11} – 10_{1,10}$",$0.0949138936769371 \pm 0.05020386959094031$,0.0949138936769371,$0.9373331586914302 \pm 0.26669788698338254$,0.9373331586914302,$10145324197.518957 1 / cm2 \pm 2886632678.2006164 1 / cm2$,False
ethyl cyanide,C2H5CN,$\mathrm{C_2H_5CN}$,CDMS,55502,95.5024,95.48965753134189,49.44474311284666,-5.526196826995318,"$14_{2,13} – 14_{1,14}$",$0.016550273334461338 \pm 0.05020386959094031$,0.016550273334461338,$0.05428236058801373 \pm 0.2665305529251734$,0.05428236058801373,$11145283761.677694 1 / cm2 \pm 54724197903.87397 1 / cm2$,False
ethyl cyanide,C2H5CN,$\mathrm{C_2H_5CN}$,CDMS,55502,95.68977559999999,95.6770081306329,7.02823418101684,-5.434859405193992,"$3_{2,2} – 2_{1,1}$",$-0.054967681656620235 \pm 0.05020386959094031$,-0.054967681656620235,$0.023360141582135854 \pm 0.26600864426818255$,0.023360141582135854,$16164895902.682102 1 / cm2 \pm 184074314305.40195 1 / cm2$,False
methanol,CH3OH,$\mathrm{CH_3OH}$,CDMS,32504,95.91431,95.90135260413716,21.443900352537796,-5.603211451126044,"$2_{1,2} – 1_{1,1}$",$0.06813946864308913 \pm 0.05020386959094031$,0.06813946864308913,$2.0060663536323085 \pm 0.2653859208047661$,2.0060663536323085,$719280964798.255 1 / cm2 \pm 95154898946.73398 1 / cm2$,False
carbon monosulfide,C34S,$\mathrm{C^{34}S}$,CDMS,46501,96.41294950000001,96.39976394171121,6.940645019733148,-4.796013528405158,$2_0 – 1_0$,$0.4016998111903854 \pm 0.05020386959094031$,0.4016998111903854,$1.550840073417995 \pm 0.2640133675997313$,1.550840073417995,$350337221350.1326 1 / cm2 \pm 59641036615.93437 1 / cm2$,False
methanol,CH3OH,$\mathrm{CH_3OH}$,CDMS,32504,96.741371,96.72830187360624,6.964320038649614,-5.467573814925941,"$2_{0,2} – 1_{0,1}$",$-0.24880845437344956 \pm 0.05020386959094031$,-0.24880845437344956,$-3.627018931438555 \pm 0.26311708439328946$,-3.627018931438555,$-968106467549.4713 1 / cm2 \pm 70229948047.96179 1 / cm2$,False
methanol,CH3OH,$\mathrm{CH_3OH}$,CDMS,32504,96.75550100000001,96.74242996473568,28.010994702760172,-5.581041170993823,"$2_{1,1} – 1_{1,0}$",$0.3877536063565286 \pm 0.05020386959094031$,0.3877536063565286,$3.3536843839323622 \pm 0.2630786592444504$,3.3536843839323622,$1162758974533.8523 1 / cm2 \pm 91212242127.01207 1 / cm2$,False
ethyl cyanide,C2H5CN,$\mathrm{C_2H_5CN}$,CDMS,55502,96.919762,96.90683041891266,28.101751535569143,-4.125376668984979,"$11_{0,11} – 10_{0,10}$",$0.12207708505233845 \pm 0.05020386959094031$,0.12207708505233845,$0.7330108638605672 \pm 0.262632789767823$,0.7330108638605672,$7765848724.549542 1 / cm2 \pm 2782450596.5730147 1 / cm2$,False
carbon monosulfide,C33S,$\mathrm{C^{33}S}$,CDMS,45502,97.1720639,97.1589365898128,6.995349231338373,-4.785714704939246,$2_0 – 1_0$,$-0.03873347942895082 \pm 0.05020386959094031$,-0.03873347942895082,$0.29523143389648704 \pm 0.2619508782249768$,0.29523143389648704,$16539986983.383322 1 / cm2 \pm 14675483768.595078 1 / cm2$,False
methanol,CH3OH,$\mathrm{CH_3OH}$,CDMS,32504,97.582798,97.56961520232268,21.564117022190104,-5.580705663798633,"$2_{1,1} – 1_{1,0}$",$0.9414099862316708 \pm 0.09032190150864647$,0.9414099862316708,$3.9390237194758395 \pm 0.46929151364962973$,3.9390237194758395,$1388084169512.6729 1 / cm2 \pm 165375018627.80722 1 / cm2$,False
ethyl cyanide,C2H5CN,$\mathrm{C_2H_5CN}$,CDMS,55502,98.17757399999999,98.16447459454396,32.75944074754342,-4.122177488090392,"$11_{2,10} – 10_{2,9}$",$0.020825282123662775 \pm 0.09032190150864647$,0.020825282123662775,$-0.09412815650080864 \pm 0.46644846795372236$,-0.09412815650080864,$-1015777998.8037053 1 / cm2 \pm 5033648898.871359 1 / cm2$,True
ethyl cyanide,C2H5CN,$\mathrm{C_2H_5CN}$,CDMS,55502,98.52387200000001,98.51072638951237,68.39514019824776,-4.256169833065652,"$11_{6,6} – 10_{6,5}$",$0.232129701153053 \pm 0.09032190150864647$,0.232129701153053,$0.5276084812626354 \pm 0.46480896507709824$,0.5276084812626354,$7806236632.543258 1 / cm2 \pm 6877085754.262542 1 / cm2$,True
ethyl cyanide,C2H5CN,$\mathrm{C_2H_5CN}$,CDMS,55502,98.52387200000001,98.51072638951237,68.39514019824776,-4.256169833065652,"$11_{6,5} – 10_{6,4}$",$0.232129701153053 \pm 0.09032190150864647$,0.232129701153053,$0.5276084812626354 \pm 0.46480896507709824$,0.5276084812626354,$7806236632.543258 1 / cm2 \pm 6877085754.262542 1 / cm2$,True
ethyl cyanide,C2H5CN,$\mathrm{C_2H_5CN}$,CDMS,55502,98.533987,98.52084003991203,56.17134565734797,-4.203222241751923,"$11_{5,7} – 10_{5,6}$",$0.04483697303397435 \pm 0.09032190150864647$,0.04483697303397435,$0.8188328814902728 \pm 0.4647612501432589$,0.8188328814902728,$10726716339.471977 1 / cm2 \pm 6088375550.8105345 1 / cm2$,True
ethyl cyanide,C2H5CN,$\mathrm{C_2H_5CN}$,CDMS,55502,98.533987,98.52084003991203,56.17134565734797,-4.203222241751923,"$11_{5,6} – 10_{5,5}$",$0.04483697303397435 \pm 0.09032190150864647$,0.04483697303397435,$0.8188328814902728 \pm 0.4647612501432589$,0.8188328814902728,$10726716339.471977 1 / cm2 \pm 6088375550.8105345 1 / cm2$,True
ethyl cyanide,C2H5CN,$\mathrm{C_2H_5CN}$,CDMS,55502,98.5648274,98.55167632501198,46.16915401151167,-4.1638677868020295,"$11_{4,8} – 10_{4,7}$",$0.16411879257271797 \pm 0.09032190150864647$,0.16411879257271797,$1.1754275150298736 \pm 0.46461582886893166$,1.1754275150298736,$14072936858.400768 1 / cm2 \pm 5562664766.206222 1 / cm2$,True
ethyl cyanide,C2H5CN,$\mathrm{C_2H_5CN}$,CDMS,55502,98.5667922,98.55364086285728,46.169248307039574,-4.163859061546234,"$11_{4,7} – 10_{4,6}$",$0.1935075767739635 \pm 0.09032190150864647$,0.1935075767739635,$1.9029829273761998 \pm 0.46460656735887224$,1.9029829273761998,$22784125677.781406 1 / cm2 \pm 5562663894.217105 1 / cm2$,True
ethyl cyanide,C2H5CN,$\mathrm{C_2H_5CN}$,CDMS,55502,98.6100992,98.59694208459317,38.391716260885836,-4.135229491812161,"$11_{3,9} – 10_{3,8}$",$0.21575876653331497 \pm 0.09032190150864647$,0.21575876653331497,$1.464482391286815 \pm 0.4644025241964152$,1.464482391286815,$16429850265.74783 1 / cm2 \pm 5210075574.126933 1 / cm2$,True
ethyl cyanide,C2H5CN,$\mathrm{C_2H_5CN}$,CDMS,55502,98.7011009,98.68793164263329,38.401982638867494,-4.134017197592161,"$11_{3,8} – 10_{3,7}$",$0.15288775369365884 \pm 0.09032190150864647$,0.15288775369365884,$0.8302978671688924 \pm 0.46397434843325375$,0.8302978671688924,$9306197853.702595 1 / cm2 \pm 5200347075.785402 1 / cm2$,True
cyanoacetylene,HC13CCN,$\mathrm{HC^{13}CCN}$,CDMS,52510,99.651849,99.63822048567293,28.69558167548024,-4.115139107429569,$11 – 10$,$0.106043629566967 \pm 0.10649543588295654$,0.106043629566967,$1.569076976695251 \pm 0.5418368395756165$,1.569076976695251,$17164503600.052027 1 / cm2 \pm 5927281147.878836 1 / cm2$,True
ethyl cyanide,C2H5CN,$\mathrm{C_2H_5CN}$,CDMS,55502,99.681461,99.6681609374614,33.0018232448309,-4.102276870149498,"$11_{2,9} – 10_{2,8}$",$0.11362627567193162 \pm 0.10649543588295654$,0.11362627567193162,$1.5071043599657583 \pm 0.5416758781291302$,1.5071043599657583,$16014970900.10003 1 / cm2 \pm 5756020389.803164 1 / cm2$,True
cyanoacetylene,HC3N,$\mathrm{HC_3N}$,CDMS,51501,100.07639200000001,100.06270542462926,28.81782192892848,-4.10963064718266,$11 – 10$,$2.6245327619086285 \pm 0.10649543588295654$,2.6245327619086285,$12.298677644533345 \pm 0.5395382651293973$,12.298677644533345,$133976772993.79431 1 / cm2 \pm 5877509579.319461 1 / cm2$,True
ketene,H2CCO,$\mathrm{H_2CCO}$,CDMS,42501,100.094514,100.08115882560132,27.46365158452503,-4.987099207149274,"$5_{1,5} – 4_{1,4}$",$0.0886613625333812 \pm 0.10649543588295654$,0.0886613625333812,$-0.32286949170231344 \pm 0.5394405823308611$,-0.32286949170231344,$-18494297178.306927 1 / cm2 \pm 30899712410.314438 1 / cm2$,True
ethyl cyanide,C2H5CN,$\mathrm{C_2H_5CN}$,CDMS,55502,100.614281,100.60085647535769,30.149758178901454,-4.079393123139142,"$11_{1,10} – 10_{1,9}$",$0.27533901402071775 \pm 0.10649543588295654$,0.27533901402071775,$0.42269270978919116 \pm 0.5366538664669256$,0.42269270978919116,$4341245087.873689 1 / cm2 \pm 5511677650.768743 1 / cm2$,True
ethyl cyanide,C2H5CN,$\mathrm{C_2H_5CN}$,CDMS,55502,100.614281,100.60085647535769,30.149758178901454,-4.079393123139142,"$11_{1,10} – 10_{1,9}$",$0.155585816706196 \pm 0.07033130498945446$,0.155585816706196,$0.49696203297173785 \pm 0.35441588250782396$,0.49696203297173785,$5104024589.338796 1 / cm2 \pm 3640011226.52164 1 / cm2$,True
ketene,H2CCO,$\mathrm{H_2CCO}$,CDMS,42501,101.03663,101.02314912317287,14.547500642716173,-4.9572411720022345,"$5_{0,5} – 4_{0,4}$",$0.0970984492332711 \pm 0.10649543588295654$,0.0970984492332711,$0.43569328663255874 \pm 0.6170841716484267$,0.43569328663255874,$71218375578.41824 1 / cm2 \pm 100868509220.38194 1 / cm2$,True
ketene,H2CCO,$\mathrm{H_2CCO}$,CDMS,42501,101.03663,101.02314912317287,14.547500642716173,-4.9572411720022345,"$5_{0,5} – 4_{0,4}$",$0.07197871314444873 \pm 0.07033130498945446$,0.07197871314444873,$0.26816070688875715 \pm 0.35293436839381015$,0.26816070688875715,$43833518955.92524 1 / cm2 \pm 57690612120.90723 1 / cm2$,True
ethyl cyanide,C2H5CN,$\mathrm{C_2H_5CN}$,CDMS,55502,101.091676,101.0781877786252,24.06304739273885,-5.252157299890333,"$10_{1,10} – 9_{0,9}$",$-0.15841921810405019 \pm 0.10649543588295654$,-0.15841921810405019,$-1.3833392199668777 \pm 0.5341195740019501$,-1.3833392199668777,$-233831218585.0222 1 / cm2 \pm 90284312810.83708 1 / cm2$,True
ethyl cyanide,C2H5CN,$\mathrm{C_2H_5CN}$,CDMS,55502,101.091676,101.0781877786252,24.06304739273885,-5.252157299890333,"$10_{1,10} – 9_{0,9}$",$-0.07099984717059887 \pm 0.07033130498945446$,-0.07099984717059887,$0.03602652367768178 \pm 0.3527421901055778$,0.03602652367768178,$6089703675.9618435 1 / cm2 \pm 59625386866.94052 1 / cm2$,True
thioformaldehyde,H2CS,$\mathrm{H_2CS}$,CDMS,46509,101.4778048,101.46392656562227,22.910270396451164,-4.899583982272556,"$3_{1,3} – 2_{1,2}$",$1.2232920008211496 \pm 0.07033130498945446$,1.2232920008211496,$4.069290505216341 \pm 0.3513999860743751$,4.069290505216341,$307772997640.5818 1 / cm2 \pm 26577465272.221783 1 / cm2$,False
ketene,H2CCO,$\mathrm{H_2CCO}$,CDMS,42501,101.981429,101.96782206276345,27.73535123084059,-4.962860771684839,"$5_{1,4} – 4_{1,3}$",$0.2114951285752182 \pm 0.07033130498945446$,0.2114951285752182,$0.9036917709050124 \pm 0.34966463544464743$,0.9036917709050124,$50817623332.25007 1 / cm2 \pm 19662816801.8389 1 / cm2$,False
ketene,H2CCO,$\mathrm{H_2CCO}$,CDMS,42501,101.981429,101.96782206276345,27.73535123084059,-4.962860771684839,"$5_{1,4} – 4_{1,3}$",$0.213993752695701 \pm 0.07395964349647093$,0.213993752695701,$1.149530205325759 \pm 0.36770304897285216$,1.149530205325759,$64641944149.592896 1 / cm2 \pm 20677177376.65045 1 / cm2$,False
ketene,H2CCO,$\mathrm{H_2CCO}$,CDMS,42501,101.981429,101.96782206276345,27.73535123084059,-4.962860771684839,"$5_{1,4} – 4_{1,3}$",$0.27550690982465087 \pm 0.0642343174895786$,0.27550690982465087,$0.9643732286450094 \pm 0.31935237390230403$,0.9643732286450094,$54229945500.011795 1 / cm2 \pm 17958256531.39978 1 / cm2$,False
methylacetylene,CH3CCH,$\mathrm{CH_3CCH}$,CDMS,40502,102.5166372,102.50261689357454,132.8228268116484,-5.704228244782015,$6_4 – 5_4$,$-0.09686836074930388 \pm 0.0642343174895786$,-0.09686836074930388,$-0.1774172746731837 \pm 0.31768513223406886$,-0.1774172746731837,$-70541470436.68048 1 / cm2 \pm 126312256824.72806 1 / cm2$,False
methylacetylene,CH3CCH,$\mathrm{CH_3CCH}$,CDMS,40502,102.5166372,102.50261689357454,132.8228268116484,-5.704228244782015,$6_4 – 5_4$,$-0.06539833503186884 \pm 0.07395964349647093$,-0.06539833503186884,$-0.11027243515216664 \pm 0.3657833831272111$,-0.11027243515216664,$-43844545231.55336 1 / cm2 \pm 145436219526.13162 1 / cm2$,False
methylacetylene,CH3CCH,$\mathrm{CH_3CCH}$,CDMS,40502,102.5303476,102.5163254185227,82.25781532488276,-5.573704657014555,$6_3 – 5_3$,$0.15232858373151767 \pm 0.07395964349647093$,0.15232858373151767,$0.01881357399667467 \pm 0.3657344704247336$,0.01881357399667467,$2770017309.2066526 1 / cm2 \pm 53848929173.64379 1 / cm2$,False
methylacetylene,CH3CCH,$\mathrm{CH_3CCH}$,CDMS,40502,102.5303476,102.5163254185227,82.25781532488276,-5.573704657014555,$6_3 – 5_3$,$0.17034491447489922 \pm 0.0642343174895786$,0.17034491447489922,$0.33119683199871836 \pm 0.3667821404108641$,0.33119683199871836,$48763778618.19416 1 / cm2 \pm 54003182905.36061 1 / cm2$,False
methylacetylene,CH3CCH,$\mathrm{CH_3CCH}$,CDMS,40502,102.5401446,102.52612107867246,46.13160525641713,-5.499834171134897,$6_2 – 5_2$,$0.16890094070608816 \pm 0.07395964349647093$,0.16890094070608816,$0.0924234596443555 \pm 0.36569952703162745$,0.0924234596443555,$22963384600.261024 1 / cm2 \pm 90861118158.4748 1 / cm2$,False
methylacetylene,CH3CCH,$\mathrm{CH_3CCH}$,CDMS,40502,102.5401446,102.52612107867246,46.13160525641713,-5.499834171134897,$6_2 – 5_2$,$0.21592046313273702 \pm 0.0642343174895786$,0.21592046313273702,$0.4889411673722813 \pm 0.366747096919726$,0.4889411673722813,$121481538523.60138 1 / cm2 \pm 91121395693.29793 1 / cm2$,False
methylacetylene,CH3CCH,$\mathrm{CH_3CCH}$,CDMS,40502,102.5460242,102.53199987457084,24.452397442483594,-5.4607949136629665,$6_1 – 5_1$,$0.3638608415503861 \pm 0.0642343174895786$,0.3638608415503861,$1.0064520857761026 \pm 0.36672606903258376$,1.0064520857761026,$228590052918.3371 1 / cm2 \pm 83292521036.45705 1 / cm2$,False
methylacetylene,CH3CCH,$\mathrm{CH_3CCH}$,CDMS,40502,102.5460242,102.53199987457084,24.452397442483594,-5.4607949136629665,$6_1 – 5_1$,$0.42794549197019305 \pm 0.07395964349647093$,0.42794549197019305,$1.7267835900069624 \pm 0.3656785592070008$,1.7267835900069624,$392195075947.231 1 / cm2 \pm 83054605759.76718 1 / cm2$,False
methylacetylene,CH3CCH,$\mathrm{CH_3CCH}$,CDMS,40502,102.5479844,102.53395980649138,17.225515261544064,-5.4485491877154315,$6_0 – 5_0$,$0.5889922997423076 \pm 0.0642343174895786$,0.5889922997423076,$2.881739716088025 \pm 0.3667190590798054$,2.881739716088025,$636340922451.0969 1 / cm2 \pm 80978286495.64046 1 / cm2$,False
methylacetylene,CH3CCH,$\mathrm{CH_3CCH}$,CDMS,40502,102.5479844,102.53395980649138,17.225515261544064,-5.4485491877154315,$6_0 – 5_0$,$0.4426188203361674 \pm 0.07395964349647093$,0.4426188203361674,$1.9094959610815385 \pm 0.3656715692788321$,1.9094959610815385,$421651689952.33234 1 / cm2 \pm 80746981557.69334 1 / cm2$,False
thioformaldehyde,H2CS,$\mathrm{H_2CS}$,CDMS,46509,103.0404474,103.02635545662163,9.890813173342085,-4.828529028139848,"$3_{0,3} – 2_{0,2}$",$0.38965770911100317 \pm 0.07395964349647093$,0.38965770911100317,$2.1816965340150563 \pm 0.3639239087952226$,2.1816965340150563,$433356989320.20184 1 / cm2 \pm 72287308064.28876 1 / cm2$,False
thioformaldehyde,H2CS,$\mathrm{H_2CS}$,CDMS,46509,103.0404474,103.02635545662163,9.890813173342085,-4.828529028139848,"$3_{0,3} – 2_{0,2}$",$0.7083941491997613 \pm 0.0642343174895786$,0.7083941491997613,$2.4889948408265212 \pm 0.31607016726950765$,2.4889948408265212,$494396582584.7769 1 / cm2 \pm 62781974470.928505 1 / cm2$,False
thioformaldehyde,H2CS,$\mathrm{H_2CS}$,CDMS,46509,103.0518419,103.03774839829522,62.55692435799907,-5.083635579689426,"$3_{2,1} – 2_{2,0}$",$-0.16845253700757118 \pm 0.0642343174895786$,-0.16845253700757118,$-2.6921008620590383 \pm 0.36492603777142707$,-2.6921008620590383,$-962377338733.5437 1 / cm2 \pm 130454454368.56032 1 / cm2$,False
thioformaldehyde,H2CS,$\mathrm{H_2CS}$,CDMS,46509,103.0518419,103.03774839829522,62.55692435799907,-5.083635579689426,"$3_{2,1} – 2_{2,0}$",$0.06857315002129857 \pm 0.07395964349647093$,0.06857315002129857,$-0.278342833832887 \pm 0.3638836695261769$,-0.278342833832887,$-99502525872.9598 1 / cm2 \pm 130081826584.81638 1 / cm2$,False
ethyl cyanide,C2H5CN,$\mathrm{C_2H_5CN}$,CDMS,55502,104.051276,104.03739289210674,33.63727536659073,-4.03338828875098,"$12_{1,12} – 11_{1,11}$",$0.05852280640294591 \pm 0.07243634571097986$,0.05852280640294591,$-0.21473290057680935 \pm 0.4075698089080154$,-0.21473290057680935,$-1951851153.0828946 1 / cm2 \pm 3704674967.561998 1 / cm2$,False
ethyl cyanide,C2H5CN,$\mathrm{C_2H_5CN}$,CDMS,55502,104.1056312,104.0917408397295,38.633590791202394,-5.191753856953251,"$13_{0,13} – 12_{1,12}$",$0.03405922926630403 \pm 0.07243634571097986$,0.03405922926630403,$-0.47159720054080795 \pm 0.35278151928844725$,-0.47159720054080795,$-57215639796.74267 1 / cm2 \pm 42800551639.00156 1 / cm2$,False
methanol,CH3OH,$\mathrm{CH_3OH}$,CDMS,32504,104.300337,104.2862467067462,158.63692677965042,-5.707841892131816,"$11_{1,11} – 10_{2,8}$",$0.29163557494638004 \pm 0.07243634571097986$,0.29163557494638004,$1.0039975307397793 \pm 0.3521229537448245$,1.0039975307397793,$117750602218.5967 1 / cm2 \pm 41297601427.25954 1 / cm2$,False
thioformaldehyde,H2CS,$\mathrm{H_2CS}$,CDMS,46509,104.61702710000002,104.60271954156536,23.211569244316145,-4.859925830661735,"$3_{1,2} – 2_{1,1}$",$0.860118723908984 \pm 0.07243634571097986$,0.860118723908984,$2.64545481066922 \pm 0.4053657406590253$,2.64545481066922,$194096022845.22302 1 / cm2 \pm 29741531680.03701 1 / cm2$,False
methylenimine,H2CNH,$\mathrm{H_2CNH}$,CDMS,29518,105.7940624,105.77959386871227,30.619056851965567,-5.268828411737155,"$4_{0,4} – 3_{1,3}$",$0.2870551064869047 \pm 0.050469797738405806$,0.2870551064869047,$1.599504036257088 \pm 0.24187688303706514$,1.599504036257088,$239319220732.25085 1 / cm2 \pm 36189835004.750336 1 / cm2$,False
ethyl cyanide,C2H5CN,$\mathrm{C_2H_5CN}$,CDMS,55502,106.9056947,106.89143073947034,8.751346160162438,-5.375164677151275,"$4_{2,2} – 3_{1,3}$",$-0.01949604372402669 \pm 0.050469797738405806$,-0.01949604372402669,$-0.055263939552928174 \pm 0.27639118359597253$,-0.055263939552928174,$-32357182078.052177 1 / cm2 \pm 161827765532.67587 1 / cm2$,False
methanol,CH3OH,$\mathrm{CH_3OH}$,CDMS,32504,107.01383100000001,106.99937413145697,28.34836062502105,-5.212473890040706,"$3_{1,3} – 4_{0,4}$",$0.28050142304687087 \pm 0.050469797738405806$,0.28050142304687087,$1.8069821460410596 \pm 0.23911991392319948$,1.8069821460410596,$234290429085.0308 1 / cm2 \pm 31003907458.95561 1 / cm2$,False
ethyl cyanide,C2H5CN,$\mathrm{C_2H_5CN}$,CDMS,55502,107.043527,107.02924464910777,37.89664590123371,-4.00561315249751,"$12_{2,11} – 11_{2,10}$",$0.14559026473596953 \pm 0.050469797738405806$,0.14559026473596953,$0.4665770286048953 \pm 0.27603529442160357$,0.4665770286048953,$4210389961.9154797 1 / cm2 \pm 2490941819.9224863 1 / cm2$,False
ethyl cyanide,C2H5CN,$\mathrm{C_2H_5CN}$,CDMS,55502,107.486949,107.47260748524448,73.55369638055969,-4.112711823355628,"$12_{6,7} – 11_{6,6}$",$0.07127156701531856 \pm 0.054685398135667376$,0.07127156701531856,$0.3996847983535741 \pm 0.29785788684520337$,0.3996847983535741,$4653780770.606261 1 / cm2 \pm 3468146178.8981447 1 / cm2$,False
ethyl cyanide,C2H5CN,$\mathrm{C_2H_5CN}$,CDMS,55502,107.486949,107.47260748524448,73.55369638055969,-4.112711823355628,"$12_{6,6} – 11_{6,5}$",$0.07127156701531856 \pm 0.054685398135667376$,0.07127156701531856,$0.3996847983535741 \pm 0.29785788684520337$,0.3996847983535741,$4653780770.606261 1 / cm2 \pm 3468146178.8981447 1 / cm2$,False
ethyl cyanide,C2H5CN,$\mathrm{C_2H_5CN}$,CDMS,55502,107.502432,107.48808841941532,61.33073497377905,-4.070445244143414,"$12_{5,8} – 11_{5,7}$",$0.2022925228077591 \pm 0.054685398135667376$,0.2022925228077591,$1.0269156596662408 \pm 0.297814987967812$,1.0269156596662408,$10851295612.98221 1 / cm2 \pm 3146975549.545908 1 / cm2$,False
ethyl cyanide,C2H5CN,$\mathrm{C_2H_5CN}$,CDMS,55502,107.502432,107.48808841941532,61.33073497377905,-4.070445244143414,"$12_{5,7} – 11_{5,6}$",$0.2022925228077591 \pm 0.054685398135667376$,0.2022925228077591,$1.0269156596662408 \pm 0.297814987967812$,1.0269156596662408,$10851295612.98221 1 / cm2 \pm 3146975549.545908 1 / cm2$,False
ethyl cyanide,C2H5CN,$\mathrm{C_2H_5CN}$,CDMS,55502,107.544042,107.52969286757452,51.33035508641454,-4.0382563854508335,"$12_{4,9} – 11_{4,8}$",$0.13286835295591054 \pm 0.054685398135667376$,0.13286835295591054,$0.806044551467935 \pm 0.2578155548579698$,0.806044551467935,$7915040438.841146 1 / cm2 \pm 2531647337.292716 1 / cm2$,False
ethyl cyanide,C2H5CN,$\mathrm{C_2H_5CN}$,CDMS,55502,107.54746000000002,107.53311041152571,51.33066300223053,-4.03824225608565,"$12_{4,8} – 11_{4,7}$",$0.039051646175860266 \pm 0.054685398135667376$,0.039051646175860266,$0.6194432598237506 \pm 0.29769029870677466$,0.6194432598237506,$6082877900.487862 1 / cm2 \pm 2923292344.335619 1 / cm2$,False
ethyl cyanide,C2H5CN,$\mathrm{C_2H_5CN}$,CDMS,55502,107.594056,107.57970019442466,43.555446968497726,-4.014512099508396,"$12_{3,10} – 11_{3,9}$",$0.06274397410494487 \pm 0.054685398135667376$,0.06274397410494487,$0.6385558584570746 \pm 0.25769571192567914$,0.6385558584570746,$5942272281.095382 1 / cm2 \pm 2398064422.481595 1 / cm2$,False
ethyl cyanide,C2H5CN,$\mathrm{C_2H_5CN}$,CDMS,55502,107.734723,107.72034842584043,43.57241323558202,-4.012825018026782,"$12_{3,9} – 11_{3,8}$",$0.14631530916110963 \pm 0.054685398135667376$,0.14631530916110963,$0.8743516113993376 \pm 0.2971728575618375$,0.8743516113993376,$8126200376.802721 1 / cm2 \pm 2761916551.202658 1 / cm2$,False
ethyl cyanide,C2H5CN,$\mathrm{C_2H_5CN}$,CDMS,55502,108.2103809,108.19594286088162,28.64361578106757,-5.151228920833877,"$11_{1,11} – 10_{0,10}$",$0.04761929850712171 \pm 0.054685398135667376$,0.04761929850712171,$-0.11299338320288978 \pm 0.29586658161901086$,-0.11299338320288978,$-15837876524.321148 1 / cm2 \pm 41470555660.24541 1 / cm2$,False
ethyl cyanide,C2H5CN,$\mathrm{C_2H_5CN}$,CDMS,55502,108.2271013,108.21266102995158,55.218051650453056,-5.211860201822552,"$14_{3,11} – 14_{2,12}$",$0.0018241203740410605 \pm 0.054685398135667376$,0.0018241203740410605,$0.019561794573078106 \pm 0.29582087211115143$,0.019561794573078106,$2501197323.683111 1 / cm2 \pm 37824053966.516495 1 / cm2$,False
cyanoacetylene,HC13CCN,$\mathrm{HC^{13}CCN}$,CDMS,52510,108.71053200000001,108.69566460859953,33.91282423271903,-4.0002274811150675,$12 – 11$,$0.04503222744820251 \pm 0.054685398135667376$,0.04503222744820251,$0.6284060536667148 \pm 0.2550491323148008$,0.6284060536667148,$5776650317.296242 1 / cm2 \pm 2344550378.717118 1 / cm2$,False
methanol,CH3OH,$\mathrm{CH_3OH}$,CDMS,32504,108.893945,108.87923414035423,13.124538537161065,-4.83261737616351,"$0_{0,0} – 1_{1,1}$",$-0.5218478254782902 \pm 0.054685398135667376$,-0.5218478254782902,$-1.3075789802753996 \pm 0.25461954619873245$,-1.3075789802753996,$-512433817594.7422 1 / cm2 \pm 99784156873.9326 1 / cm2$,False
ethyl cyanide,C2H5CN,$\mathrm{C_2H_5CN}$,CDMS,55502,108.9405904,108.92605493221315,38.230124488915,-3.9825671477621594,"$12_{2,10} – 11_{2,9}$",$0.11997413127849116 \pm 0.054685398135667376$,0.11997413127849116,$0.9895289520163887 \pm 0.2545105250318135$,0.9895289520163887,$8770817973.32921 1 / cm2 \pm 2255886988.250055 1 / cm2$,False
cyanoacetylene,HC3N,$\mathrm{HC_3N}$,CDMS,51501,109.173634,109.15870327417767,34.05734565796448,-3.9946882436703985,$12 – 11$,$2.590373126228964 \pm 0.054685398135667376$,2.590373126228964,$11.44653066042887 \pm 0.29325611248399047$,11.44653066042887,$104776201173.19147 1 / cm2 \pm 2684329632.1314726 1 / cm2$,False
ethyl cyanide,C2H5CN,$\mathrm{C_2H_5CN}$,CDMS,55502,109.6502946,109.63566443947741,35.41209751429884,-3.9652515125069203,"$12_{1,11} – 11_{1,10}$",$0.052455066491802066 \pm 0.06470701169302727$,0.052455066491802066,$0.5343538244389197 \pm 0.2992027131349041$,0.5343538244389197,$4610680575.981553 1 / cm2 \pm 2581675426.727993 1 / cm2$,False
