mn_tbl,spc_tbl,spc_ltx_tbl,cat_tbl,mt_tbl,freq_tbl,freq_rs_tbl,EU_K_tbl,aij_tbl,qn_tbl,peak_tbl,peak_val,intint_tbl,intint_val,nupper_deg_tbl,in_aces_tbl
methanol,13CH3OH,$\mathrm{^{13}CH_3OH}$,CDMS,33502,126.779471,126.76255536818647,53.16555074297906,-5.173810621028879,"$6_{-1,6} – 5_{0,5}$",$-0.005338209761976078 \pm 0.033109887579429065$,-0.005338209761976078,$-0.1251954406862492 \pm 0.10813271264784541$,-0.1251954406862492,$-44890935578.25953 1 / cm2 \pm 38772806827.22206 1 / cm2$,False
methanol,13CH3OH,$\mathrm{^{13}CH_3OH}$,CDMS,33502,126.779471,126.77355052886526,53.16555074297906,-5.173810621028879,"$6_{-1,6} – 5_{0,5}$",$0.07129807727543523 \pm 0.04000229571323417$,0.07129807727543523,$0.0815622426151276 \pm 0.1306424474336274$,0.0815622426151276,$29245516919.660603 1 / cm2 \pm 46844051663.402695 1 / cm2$,False
methanol,13CH3OH,$\mathrm{^{13}CH_3OH}$,CDMS,33502,126.779471,126.77355052886526,53.16555074297906,-5.173810621028879,"$6_{-1,6} – 5_{0,5}$",$0.07925727955409573 \pm 0.033109887579429065$,0.07925727955409573,$0.07650587868126839 \pm 0.10813271264862465$,0.07650587868126839,$27432472400.060627 1 / cm2 \pm 38772806827.50147 1 / cm2$,False
cyanoacetylene,HC13CCN,$\mathrm{HC^{13}CCN}$,CDMS,52510,126.827349,126.82227239401013,45.65167811649717,-3.7968809454769956,$14 – 13$,$0.1369537665797808 \pm 0.033109887579429065$,0.1369537665797808,$0.873889101228632 \pm 0.10809189197311644$,0.873889101228632,$5901604535.930868 1 / cm2 \pm 729973172.8763123 1 / cm2$,False
cyanoacetylene,HC13CCN,$\mathrm{HC^{13}CCN}$,CDMS,52510,126.827349,126.82227239401013,45.65167811649717,-3.7968809454769956,$14 – 13$,$0.15644056320003893 \pm 0.04000229571323417$,0.15644056320003893,$1.1286022579060044 \pm 0.13059312921417393$,1.1286022579060044,$7621749939.615416 1 / cm2 \pm 881929987.05237 1 / cm2$,False
thioxoethenylidene,CCS,$\mathrm{CCS}$,CDMS,56502,126.8404706,126.82354682927593,39.668434820437426,-4.03465414152146,$10_9 – 9_8$,$0.0849313171712948 \pm 0.033109887579429065$,0.0849313171712948,$0.7972692257810078 \pm 0.10808070990645786$,0.7972692257810078,$14211052206.564869 1 / cm2 \pm 1926501815.6177456 1 / cm2$,False
thioxoethenylidene,CCS,$\mathrm{CCS}$,CDMS,56502,126.8404706,126.82354682927593,39.668434820437426,-4.03465414152146,$10_9 – 9_8$,$0.15294658335866976 \pm 0.04000229571323417$,0.15294658335866976,$1.025293065560552 \pm 0.12214604937480157$,1.025293065560552,$18275499430.492428 1 / cm2 \pm 2177211697.579994 1 / cm2$,False
cyanoacetylene,HCC13CN,$\mathrm{HCC^{13}CN}$,CDMS,52511,126.839589,126.83408881274379,45.65600636373086,-3.796733194666898,$14 – 13$,$0.11396935240175446 \pm 0.04000229571323417$,0.11396935240175446,$1.1448945547005498 \pm 0.13058052699771974$,1.1448945547005498,$7730638102.319673 1 / cm2 \pm 881715083.0921582 1 / cm2$,False
cyanoacetylene,HCC13CN,$\mathrm{HCC^{13}CN}$,CDMS,52511,126.839589,126.83408881274379,45.65600636373086,-3.796733194666898,$14 – 13$,$0.11948300613138796 \pm 0.033109887579429065$,0.11948300613138796,$0.9698965211695101 \pm 0.10808146112330044$,0.9698965211695101,$6549003985.630286 1 / cm2 \pm 729795296.9413033 1 / cm2$,False
thioxoethenylidene,CCS,$\mathrm{CCS}$,CDMS,56502,126.8404706,126.83539346878278,39.668434820437426,-4.03465414152146,$10_9 – 9_8$,$0.14641405678420644 \pm 0.033109887579429065$,0.14641405678420644,$0.8875927234437864 \pm 0.10808070990645796$,0.8875927234437864,$15821037766.34598 1 / cm2 \pm 1926501815.6177473 1 / cm2$,False
thioxoethenylidene,CCS,$\mathrm{CCS}$,CDMS,56502,126.8404706,126.83539346878278,39.668434820437426,-4.03465414152146,$10_9 – 9_8$,$0.16721568061122635 \pm 0.04000229571323417$,0.16721568061122635,$1.014676266609069 \pm 0.1305796194027593$,1.014676266609069,$18086258607.835148 1 / cm2 \pm 2327537208.8119407 1 / cm2$,False
silicon monosulfide,SiS,$\mathrm{SiS}$,CDMS,60506,127.076186,127.07109943363949,24.39547672803275,-4.474204667569075,$7_0 – 6_0$,$0.03595219845201365 \pm 0.033109887579429065$,0.03595219845201365,$0.29511836784211276 \pm 0.1009127143811315$,0.29511836784211276,$18401066563.084293 1 / cm2 \pm 6292056939.61465 1 / cm2$,False
formamide,HC(O)NH2,$\mathrm{HC(O)NH_2}$,CDMS,45512,127.112679,127.09571890969646,33.28613554271457,-3.8920621412764493,"$6_{2,5} – 5_{2,4}$",$0.07348758238161776 \pm 0.033109887579429065$,0.07348758238161776,$0.2649567481614862 \pm 0.10784925795896634$,0.2649567481614862,$4992022360.040995 1 / cm2 \pm 2031976581.0110755 1 / cm2$,False
formamide,HC(O)NH2,$\mathrm{HC(O)NH_2}$,CDMS,45512,127.112679,127.10716697065135,33.28613554271457,-3.8920621412764493,"$6_{2,5} – 5_{2,4}$",$0.11739836609073054 \pm 0.033109887579429065$,0.11739836609073054,$0.9339173202562068 \pm 0.10088374317506374$,0.9339173202562068,$17595838481.181335 1 / cm2 \pm 1900740046.022938 1 / cm2$,False
cyanoacetylene,HC3N,$\mathrm{HC_3N}$,CDMS,51501,127.367666,127.35067188789328,45.846090015049604,-3.7913720497190684,$14 – 13$,$1.624140347194815 \pm 0.033109887579429065$,1.624140347194815,$7.449291807965133 \pm 0.1076333463417007$,7.449291807965133,$50097081270.29904 1 / cm2 \pm 723842834.7388566 1 / cm2$,False
cyanoacetylene,HC3N,$\mathrm{HC_3N}$,CDMS,51501,127.367666,127.36256776636799,45.846090015049604,-3.7913720497190684,$14 – 13$,$2.887915915349738 \pm 0.033109887579429065$,2.887915915349738,$20.028870258130627 \pm 0.10068177635070755$,20.028870258130627,$134695749198.73271 1 / cm2 \pm 677092972.3663574 1 / cm2$,False
formamide,HC(O)NH2,$\mathrm{HC(O)NH_2}$,CDMS,45512,127.3935293,127.37653173706597,48.21282432198762,-3.9629037563148946,"$6_{3,4} – 5_{3,3}$",$0.025525932508484336 \pm 0.033109887579429065$,0.025525932508484336,$-0.12543699217991255 \pm 0.10761149473295274$,-0.12543699217991255,$-2794382022.739973 1 / cm2 \pm 2397280268.7315683 1 / cm2$,False
formamide,HC(O)NH2,$\mathrm{HC(O)NH_2}$,CDMS,45512,127.3935293,127.38800509204644,48.21282432198762,-3.9629037563148946,"$6_{3,4} – 5_{3,3}$",$0.002143861926037603 \pm 0.033109887579429065$,0.002143861926037603,$-0.07156706938221705 \pm 0.10066133604249058$,-0.07156706938221705,$-1594312240.9617002 1 / cm2 \pm 2242450356.4202013 1 / cm2$,False
formamide,HC(O)NH2,$\mathrm{HC(O)NH_2}$,CDMS,45512,127.4121031,127.39510305884485,48.214147356860835,-3.962739173454212,"$6_{3,3} – 5_{3,2}$",$0.017571624480986835 \pm 0.033109887579429065$,0.017571624480986835,$0.2304820417002528 \pm 0.10759580741348268$,0.2304820417002528,$5134040454.568817 1 / cm2 \pm 2396721340.750817 1 / cm2$,False
formamide,HC(O)NH2,$\mathrm{HC(O)NH_2}$,CDMS,45512,127.4121031,127.40657808662458,48.214147356860835,-3.962739173454212,"$6_{3,3} – 5_{3,2}$",$0.04750019660877209 \pm 0.033109887579429065$,0.04750019660877209,$0.47921220232252154 \pm 0.10759580741387233$,0.47921220232252154,$10674561952.408041 1 / cm2 \pm 2396721340.759496 1 / cm2$,False
protonated carbon dioxide,HOCO+,$\mathrm{HOCO^+}$,CDMS,45522,127.791696,127.77464531141997,58.810540301605485,-4.099919837653353,"$6_{1,6} – 5_{1,5}$",$-0.0135993766885182 \pm 0.033109887579429065$,-0.0135993766885182,$-0.07677295183537164 \pm 0.10727620445137043$,-0.07677295183537164,$-2359364260.6033697 1 / cm2 \pm 3296781441.183703 1 / cm2$,False
protonated carbon dioxide,HOCO+,$\mathrm{HOCO^+}$,CDMS,45522,127.791696,127.78615452621149,58.810540301605485,-4.099919837653353,"$6_{1,6} – 5_{1,5}$",$-0.0019638306655335477 \pm 0.033109887579429065$,-0.0019638306655335477,$0.09423407087106621 \pm 0.10727620445214972$,0.09423407087106621,$2895974345.5106196 1 / cm2 \pm 3296781441.207652 1 / cm2$,False
cyanodiacetylene,HC5N,$\mathrm{HC_5N}$,CDMS,75503,127.794631,127.78951567594471,150.27041807549648,-3.6470512384730265,$48 – 47$,$0.024453357695515834 \pm 0.033109887579429065$,0.024453357695515834,$0.31724074090315585 \pm 0.10727374068930273$,0.31724074090315585,$153524406.00489122 1 / cm2 \pm 51913689.49764075 1 / cm2$,False
methylenimine,H2CNH,$\mathrm{H_2CNH}$,CDMS,29518,127.8567952,127.83973582551766,9.20737151018393,-4.75806037044632,"$2_{0,2} – 1_{0,1}$",$0.6146595194487867 \pm 0.033109887579429065$,0.6146595194487867,$2.66279999367684 \pm 0.10722158400625317$,2.66279999367684,$323117359841.72656 1 / cm2 \pm 13010798867.514563 1 / cm2$,False
methylenimine,H2CNH,$\mathrm{H_2CNH}$,CDMS,29518,127.8567952,127.8516773876553,9.20737151018393,-4.75806037044632,"$2_{0,2} – 1_{0,1}$",$1.0046982530595203 \pm 0.033109887579429065$,1.0046982530595203,$7.432716475555653 \pm 0.10722158400625326$,7.432716475555653,$901922686546.7352 1 / cm2 \pm 13010798867.514574 1 / cm2$,False
thioformyl cation,HCS+,$\mathrm{HCS^+}$,CDMS,45506,128.02057000000002,128.01501860147218,12.288171115901754,-4.396556780658396,$3 – 2$,$0.23203151946880107 \pm 0.033109887579429065$,0.23203151946880107,$1.7156393961817828 \pm 0.10708441703758864$,1.7156393961817828,$194558078404.04596 1 / cm2 \pm 12143658190.770071 1 / cm2$,False
formamide,HC(O)NH2,$\mathrm{HC(O)NH_2}$,CDMS,45512,128.102788,128.08569580377136,33.381564550336726,-3.881888790142974,"$6_{2,4} – 5_{2,3}$",$0.05699417697611314 \pm 0.033109887579429065$,0.05699417697611314,$0.5313249813902887 \pm 0.10701568889745923$,0.5313249813902887,$9931797157.353086 1 / cm2 \pm 2000391760.242189 1 / cm2$,False
formamide,HC(O)NH2,$\mathrm{HC(O)NH_2}$,CDMS,45512,128.102788,128.0972330362257,33.381564550336726,-3.881888790142974,"$6_{2,4} – 5_{2,3}$",$0.1050136591136542 \pm 0.033109887579429065$,0.1050136591136542,$0.725555638383787 \pm 0.10701568889590073$,0.725555638383787,$13562455520.058315 1 / cm2 \pm 2000391760.2130568 1 / cm2$,False
protonated carbon dioxide,HOCO+,$\mathrm{HOCO^+}$,CDMS,45522,128.295063,128.2779451493568,21.550377981537416,-4.082572384378722,"$6_{0,6} – 5_{0,5}$",$0.26597541495221466 \pm 0.033109887579429065$,0.26597541495221466,$1.3384728595759396 \pm 0.10685530515998777$,1.3384728595759396,$39834878261.88213 1 / cm2 \pm 3180167638.238822 1 / cm2$,False
protonated carbon dioxide,HOCO+,$\mathrm{HOCO^+}$,CDMS,45522,128.295063,128.28949969854096,21.550377981537416,-4.082572384378722,"$6_{0,6} – 5_{0,5}$",$0.3728391548574477 \pm 0.033109887579429065$,0.3728391548574477,$2.5976852207937826 \pm 0.1068553051615463$,2.5976852207937826,$77310850042.78323 1 / cm2 \pm 3180167638.2852063 1 / cm2$,False
protonated carbon dioxide,HOCO+,$\mathrm{HOCO^+}$,CDMS,45522,128.7774176,128.76023539088652,58.976114936546985,-4.089877414850879,"$6_{1,5} – 5_{1,4}$",$0.47180829219829895 \pm 0.036863064682327085$,0.47180829219829895,$3.5487667971571417 \pm 0.11852230055012385$,3.5487667971571417,$108217114952.60806 1 / cm2 \pm 3614253107.12305 1 / cm2$,False
methyl cyanide,CH3CN,$\mathrm{CH_3CN}$,CDMS,41505,128.7694365,128.76342309951946,53.302346920784544,-3.7855959874346694,"$7_{2,0} – 6_{2,0}$",$0.5405101105153062 \pm 0.036863064682327085$,0.5405101105153062,$4.45084980317145 \pm 0.1185296465338365$,4.45084980317145,$29184231810.198277 1 / cm2 \pm 777199149.330876 1 / cm2$,False
methyl cyanide,CH3CN,$\mathrm{CH_3CN}$,CDMS,41505,128.7768821,128.77086835181757,31.867662454485462,-3.7575025739891545,"$7_{1,0} – 6_{1,0}$",$0.7581350765713223 \pm 0.036863064682327085$,0.7581350765713223,$6.144948016250327 \pm 0.11852279340729231$,6.144948016250327,$37772901704.79855 1 / cm2 \pm 728557802.8182657 1 / cm2$,False
protonated carbon dioxide,HOCO+,$\mathrm{HOCO^+}$,CDMS,45522,128.7774176,128.77183338203812,58.976114936546985,-4.089877414850879,"$6_{1,5} – 5_{1,4}$",$0.9023602349644488 \pm 0.036863064682327085$,0.9023602349644488,$7.091232770487496 \pm 0.11852230054925635$,7.091232770487496,$216242090772.00912 1 / cm2 \pm 3614253107.0965967 1 / cm2$,False
methyl cyanide,CH3CN,$\mathrm{CH_3CN}$,CDMS,41505,128.7793643,128.7733504359014,24.722240096861494,-3.748438865774914,"$7_{0,0} – 6_{0,0}$",$0.8022412406365909 \pm 0.036863064682327085$,0.8022412406365909,$7.1079819843868455 \pm 0.11852050890178582$,7.1079819843868455,$42791891867.81137 1 / cm2 \pm 713524149.6367825 1 / cm2$,False
isothiocyanic acid,a-HNCS,$a-\mathrm{HNCS}$,CDMS,59503,129.013249,128.9956049830548,37.150828633423615,-4.492772438983705,"$11_{0,11} – 10_{0,10}$",$0.023201066744660895 \pm 0.036863064682327085$,0.023201066744660895,$0.01811366840538451 \pm 0.11830564621137542$,0.01811366840538451,$792363834.6145059 1 / cm2 \pm 5175159078.253129 1 / cm2$,False
isothiocyanic acid,a-HNCS,$a-\mathrm{HNCS}$,CDMS,59503,129.013249,129.00765455560273,37.150828633423615,-4.492772438983705,"$11_{0,11} – 10_{0,10}$",$0.03641059990327786 \pm 0.036863064682327085$,0.03641059990327786,$0.42036170029924147 \pm 0.11066479876316707$,0.42036170029924147,$18388291168.848427 1 / cm2 \pm 4840918048.315366 1 / cm2$,False
sulfur monoxide,SO,$\mathrm{SO}$,CDMS,48501,129.138923,129.12169255679785,25.51154386533454,-4.647874610372542,$3_3 – 2_2$,$0.17145252364789743 \pm 0.036863064682327085$,0.17145252364789743,$0.678441970868759 \pm 0.11819051482308418$,0.678441970868759,$139639601856.23056 1 / cm2 \pm 24326437841.020622 1 / cm2$,False
sulfur monoxide,SO,$\mathrm{SO}$,CDMS,48501,129.138923,129.13375386703936,25.51154386533454,-4.647874610372542,$3_3 – 2_2$,$0.3527580467459304 \pm 0.036863064682327085$,0.3527580467459304,$2.458354051242567 \pm 0.11819051482048148$,2.458354051242567,$505988125259.3818 1 / cm2 \pm 24326437840.484924 1 / cm2$,False
thioxoethenylidene,CCS,$\mathrm{CCS}$,CDMS,56502,129.5484447,129.53115961610374,42.902989826138224,-4.004557140214027,$10_10 – 9_9$,$0.0179560958855978 \pm 0.036863064682327085$,0.0179560958855978,$-0.08903377357508804 \pm 0.11781689721038548$,-0.08903377357508804,$-1397532888.9885542 1 / cm2 \pm 1849331799.816783 1 / cm2$,False
thioxoethenylidene,CCS,$\mathrm{CCS}$,CDMS,56502,129.5484447,129.54325917483112,42.902989826138224,-4.004557140214027,$10_10 – 9_9$,$0.04636592251860394 \pm 0.036863064682327085$,0.04636592251860394,$0.2724699680155884 \pm 0.11781689720951799$,0.2724699680155884,$4276868499.14659 1 / cm2 \pm 1849331799.8031664 1 / cm2$,False
formic acid,t-HCOOH,$t-\mathrm{HCOOH}$,CDMS,46506,129.67181630000002,129.6545147551693,24.980599813904707,-4.638218724009155,"$6_{1,6} – 5_{1,5}$",$-0.011595722497513995 \pm 0.036863064682327085$,-0.011595722497513995,$-0.040822318074684165 \pm 0.11770480454715061$,-0.040822318074684165,$-4461380103.71253 1 / cm2 \pm 12863695593.11442 1 / cm2$,False
formic acid,t-HCOOH,$t-\mathrm{HCOOH}$,CDMS,46506,129.67181630000002,129.66619329793002,24.980599813904707,-4.638218724009155,"$6_{1,6} – 5_{1,5}$",$0.01577884834825588 \pm 0.036863064682327085$,0.01577884834825588,$0.22961246700575225 \pm 0.11770480454715068$,0.22961246700575225,$25093834455.694077 1 / cm2 \pm 12863695593.11443 1 / cm2$,False
cyanodiacetylene,HC5N,$\mathrm{HC_5N}$,CDMS,75503,130.4564373,130.4512154299835,156.53138270339946,-3.6201904537027016,$49 – 48$,$0.021479883564947087 \pm 0.03305511650798568$,0.021479883564947087,$0.26332490388502117 \pm 0.10491112024494907$,0.26332490388502117,$122310001.31407566 1 / cm2 \pm 48729455.76246646 1 / cm2$,False
isocyanic acid,HNCO,$\mathrm{HNCO}$,CDMS,43511,131.39423019999998,131.3766988409956,65.34685704848903,-4.534008999148333,"$6_{1,6} – 5_{1,5}$",$0.0889520451859387 \pm 0.03305511650798568$,0.0889520451859387,$0.29089663385086406 \pm 0.1041623438081962$,0.29089663385086406,$25678043868.067097 1 / cm2 \pm 9194624215.1389 1 / cm2$,False
isocyanic acid,HNCO,$\mathrm{HNCO}$,CDMS,43511,131.39423019999998,131.38897079229866,65.34685704848903,-4.534008999148333,"$6_{1,6} – 5_{1,5}$",$0.1301061377216782 \pm 0.03305511650798568$,0.1301061377216782,$0.7299687222528707 \pm 0.10416234380702931$,0.7299687222528707,$64435839714.58328 1 / cm2 \pm 9194624215.035898 1 / cm2$,False
thioxoethenylidene,CCS,$\mathrm{CCS}$,CDMS,56502,131.55197080000002,131.53441839435544,37.01627802399095,-3.9792926855086836,$10_11 – 9_10$,$0.09899811035963052 \pm 0.03305511650798568$,0.09899811035963052,$0.44823546550782406 \pm 0.10403744540828953$,0.44823546550782406,$6249867167.00039 1 / cm2 \pm 1450621970.4395845 1 / cm2$,False
thioxoethenylidene,CCS,$\mathrm{CCS}$,CDMS,56502,131.55197080000002,131.54670507830664,37.01627802399095,-3.9792926855086836,$10_11 – 9_10$,$0.1306072149983832 \pm 0.03305511650798568$,0.1306072149983832,$0.8443717732615731 \pm 0.10403744540712248$,0.8443717732615731,$11773301821.333204 1 / cm2 \pm 1450621970.4233117 1 / cm2$,False
formamide,HC(O)NH2,$\mathrm{HC(O)NH_2}$,CDMS,45512,131.61790249999999,131.60034129737627,25.108527866120035,-3.8078319906268403,"$6_{1,5} – 5_{1,4}$",$0.2121142481917276 \pm 0.03305511650798568$,0.2121142481917276,$0.9669381175222711 \pm 0.10398532965885272$,0.9669381175222711,$16088748182.466946 1 / cm2 \pm 1730197365.5139923 1 / cm2$,False
formamide,HC(O)NH2,$\mathrm{HC(O)NH_2}$,CDMS,45512,131.61790249999999,131.61219510914728,25.108527866120035,-3.8078319906268403,"$6_{1,5} – 5_{1,4}$",$0.21663226414152434 \pm 0.03305511650798568$,0.21663226414152434,$1.6291236985461492 \pm 0.11029309761789824$,1.6291236985461492,$27106761507.30451 1 / cm2 \pm 1835151434.908386 1 / cm2$,False
isocyanic acid,HNCO,$\mathrm{HNCO}$,CDMS,43511,131.8857341,131.86813716177417,22.153616690403954,-4.511936358423944,"$6_{0,6} – 5_{0,5}$",$3.153801880168288 \pm 0.03305511650798568$,3.153801880168288,$17.9848244485909 \pm 0.10377415778740352$,17.9848244485909,$1520196944682.3794 1 / cm2 \pm 8771681817.431261 1 / cm2$,False
isocyanic acid,HNCO,$\mathrm{HNCO}$,CDMS,43511,131.8857341,131.88045501853225,22.153616690403954,-4.511936358423944,"$6_{0,6} – 5_{0,5}$",$3.7895420187908573 \pm 0.03384506756305418$,3.7895420187908573,$21.564796866833397 \pm 0.09939166270854961$,21.564796866833397,$1822800016945.6638 1 / cm2 \pm 8401244193.86684 1 / cm2$,False
isocyanic acid,HNCO,$\mathrm{HNCO}$,CDMS,43511,131.8857341,131.88045501853225,22.153616690403954,-4.511936358423944,"$6_{0,6} – 5_{0,5}$",$4.055048303425374 \pm 0.03305511650798568$,4.055048303425374,$31.67126552361997 \pm 0.10377415778662548$,31.67126552361997,$2677065946395.919 1 / cm2 \pm 8771681817.365494 1 / cm2$,False
cyanoacetylene,H13CCCN,$\mathrm{H^{13}CCCN}$,CDMS,52509,132.246364,132.22871894449963,50.7758228083069,-3.7413443910014172,$15 – 14$,$0.02535520999967471 \pm 0.03384506756305418$,0.02535520999967471,$0.19213411107459102 \pm 0.10596440652776888$,0.19213411107459102,$1161340729.1512408 1 / cm2 \pm 640494186.3408237 1 / cm2$,False
cyanoacetylene,H13CCCN,$\mathrm{H^{13}CCCN}$,CDMS,52509,132.246364,132.2406293569624,50.7758228083069,-3.7413443910014172,$15 – 14$,$0.1416888928245487 \pm 0.03384506756305418$,0.1416888928245487,$1.0229536756099549 \pm 0.11239222562996173$,1.0229536756099549,$6183169458.439362 1 / cm2 \pm 679346673.7062498 1 / cm2$,False
isocyanic acid,HNCO,$\mathrm{HNCO}$,CDMS,43511,132.3567014,132.33904162266163,65.508438286464,-4.524538988014909,"$6_{1,5} – 5_{1,4}$",$-0.00723817033237256 \pm 0.03384506756305418$,-0.00723817033237256,$0.3421238500981811 \pm 0.10587607071123756$,0.3421238500981811,$29983053577.613987 1 / cm2 \pm 9278768199.911476 1 / cm2$,False
isocyanic acid,HNCO,$\mathrm{HNCO}$,CDMS,43511,132.3567014,132.35140346679847,65.508438286464,-4.524538988014909,"$6_{1,5} – 5_{1,4}$",$-0.010713750258681466 \pm 0.03384506756305418$,-0.010713750258681466,$0.21998508980337392 \pm 0.10587607071163568$,0.21998508980337392,$19279055616.724606 1 / cm2 \pm 9278768199.946365 1 / cm2$,False
cyanodiacetylene,HC5N,$\mathrm{HC_5N}$,CDMS,75503,133.11821400000002,133.11288558520715,162.919965419761,-3.5937485754043927,$50 – 49$,$0.05140824432908747 \pm 0.03384506756305418$,0.05140824432908747,$0.19021164787206502 \pm 0.1052703988092345$,0.19021164787206502,$84844368.8833882 1 / cm2 \pm 46956117.824495226 1 / cm2$,False
methylenimine,H2CNH,$\mathrm{H_2CNH}$,CDMS,29518,133.27208919999998,133.25430728646032,17.474921221817237,-4.8288646568980225,"$2_{1,1} – 1_{1,0}$",$0.22590684035270153 \pm 0.03384506756305418$,0.22590684035270153,$1.2652516596774677 \pm 0.10514885420330704$,1.2652516596774677,$196351276664.668 1 / cm2 \pm 16317790697.78845 1 / cm2$,False
methylenimine,H2CNH,$\mathrm{H_2CNH}$,CDMS,29518,133.27208919999998,133.2667546259381,17.474921221817237,-4.8288646568980225,"$2_{1,1} – 1_{1,0}$",$0.2941923137286503 \pm 0.03384506756305418$,0.2941923137286503,$2.4044291305486944 \pm 0.10514885420330702$,2.4044291305486944,$373137411693.4988 1 / cm2 \pm 16317790697.788448 1 / cm2$,False
formic acid,t-HCOOH,$t-\mathrm{HCOOH}$,CDMS,46506,133.7671873,133.74933932768042,22.545335958620655,-4.585883076853052,"$6_{0,6} – 5_{0,5}$",$0.07399570957997424 \pm 0.029959120528216383$,0.07399570957997424,$0.2616049333221038 \pm 0.09273161637096419$,0.2616049333221038,$26970552858.20593 1 / cm2 \pm 9560305034.00543 1 / cm2$,False
formic acid,t-HCOOH,$t-\mathrm{HCOOH}$,CDMS,46506,133.7671873,133.76138670899613,22.545335958620655,-4.585883076853052,"$6_{0,6} – 5_{0,5}$",$0.048698118071342444 \pm 0.029959120528216383$,0.048698118071342444,$0.4228122969858138 \pm 0.09273161637061157$,0.4228122969858138,$43590467733.705536 1 / cm2 \pm 9560305033.969076 1 / cm2$,False
carbonyl sulfide,OCS,$\mathrm{OCS}$,CDMS,60503,133.7859,133.76827266178992,38.52514615045018,-5.166273160760918,$11 – 10$,$0.5163777037501565 \pm 0.029959120528216383$,0.5163777037501565,$2.310093382996684 \pm 0.09271864595335227$,2.310093382996684,$512389892450.5085 1 / cm2 \pm 20565444400.592503 1 / cm2$,False
carbonyl sulfide,OCS,$\mathrm{OCS}$,CDMS,60503,133.7859,133.7800985975511,38.52514615045018,-5.166273160760918,$11 – 10$,$0.8675588762600022 \pm 0.029959120528216383$,0.8675588762600022,$6.526155395479251 \pm 0.09271864595546747$,6.526155395479251,$1447532851190.25 1 / cm2 \pm 20565444401.061665 1 / cm2$,False
formic acid,t-HCOOH,$t-\mathrm{HCOOH}$,CDMS,46506,134.6863735,134.66840288467517,35.35816309343966,-4.6275916635129635,"$6_{2,5} – 5_{2,4}$",$0.03441738208063387 \pm 0.029959120528216383$,0.03441738208063387,$-0.09118177425244352 \pm 0.09768548272516361$,-0.09118177425244352,$-10490801578.537569 1 / cm2 \pm 11239077378.952057 1 / cm2$,False
formic acid,t-HCOOH,$t-\mathrm{HCOOH}$,CDMS,46506,134.6863735,134.68053305001945,35.35816309343966,-4.6275916635129635,"$6_{2,5} – 5_{2,4}$",$0.07068092284171557 \pm 0.029959120528216383$,0.07068092284171557,$0.20041221180054974 \pm 0.09209875634412262$,0.20041221180054974,$23058168862.721703 1 / cm2 \pm 10596303771.862352 1 / cm2$,False
formic acid,t-HCOOH,$t-\mathrm{HCOOH}$,CDMS,46506,134.9853698,134.96735929090306,51.28466552941177,-4.698481918537946,"$6_{3,4} – 5_{3,3}$",$0.04324005380826091 \pm 0.029959120528216383$,0.04324005380826091,$0.09968054308290851 \pm 0.09746910669820298$,0.09968054308290851,$13562113266.069038 1 / cm2 \pm 13261234580.996693 1 / cm2$,False
formic acid,t-HCOOH,$t-\mathrm{HCOOH}$,CDMS,46506,135.0050441,134.98703096584703,51.28604137995501,-4.6983173182374225,"$6_{3,3} – 5_{3,2}$",$0.04242083505404842 \pm 0.029959120528216383$,0.04242083505404842,$0.3712202569955909 \pm 0.09188136323666145$,0.3712202569955909,$50502238346.638565 1 / cm2 \pm 12499895731.301817 1 / cm2$,False
thioformaldehyde,H2CS,$\mathrm{H_2CS}$,CDMS,46509,135.29826070000001,135.28043409644468,29.403512136275857,-4.485885526364427,"$4_{1,4} – 3_{1,3}$",$0.6227730724195507 \pm 0.029959120528216383$,0.6227730724195507,$2.814812978756583 \pm 0.09168223916180494$,2.814812978756583,$113543097686.0239 1 / cm2 \pm 3698251186.059505 1 / cm2$,False
thioformaldehyde,H2CS,$\mathrm{H_2CS}$,CDMS,46509,135.29826070000001,135.29239371655143,29.403512136275857,-4.485885526364427,"$4_{1,4} – 3_{1,3}$",$0.8393521959983214 \pm 0.029959120528216383$,0.8393521959983214,$6.398590903327585 \pm 0.09168223916250992$,6.398590903327585,$258104477090.467 1 / cm2 \pm 3698251186.087942 1 / cm2$,False
thioformaldehyde,H2CS,$\mathrm{H_2CS}$,CDMS,46509,135.29826070000001,135.29239371655143,29.403512136275857,-4.485885526364427,"$4_{1,4} – 3_{1,3}$",$0.7768957871727161 \pm 0.034185911461844506$,0.7768957871727161,$5.885000293270723 \pm 0.10461725810199106$,5.885000293270723,$237387410184.63275 1 / cm2 \pm 4220020173.9746084 1 / cm2$,False
formic acid,t-HCOOH,$t-\mathrm{HCOOH}$,CDMS,46506,135.7377589,135.7196480029073,35.459410458199415,-4.617504727202015,"$6_{2,4} – 5_{2,3}$",$-0.03862996057221192 \pm 0.034185911461844506$,-0.03862996057221192,$0.09071113414582743 \pm 0.10427852334677644$,0.09071113414582743,$10356865228.523956 1 / cm2 \pm 11905910147.654469 1 / cm2$,False
formic acid,t-HCOOH,$t-\mathrm{HCOOH}$,CDMS,46506,135.7377589,135.73187285844486,35.459410458199415,-4.617504727202015,"$6_{2,4} – 5_{2,3}$",$0.043937777098649024 \pm 0.034185911461844506$,0.043937777098649024,$0.2366321859230477 \pm 0.10427852334597176$,0.2366321859230477,$27017275017.156864 1 / cm2 \pm 11905910147.562593 1 / cm2$,False
